,Language,a,b,c,d,prompts
387,FR,clair,indéfini,capable,"['incapable', 'incompétent', 'inégal']","""clair"" est à ""indéfini"" ce que ""capable"" est à "
388,FR,commun,rare,concerné,"['insouciant', 'blasé', 'joyeux', 'désinvolte', 'nonchalant', 'dégager', 'détaché', 'non_impliqué', 'indifférent', 'négligent']","""commun"" est à ""rare"" ce que ""concerné"" est à "
389,FR,cuit,mi-cuit,clair,"['vague', 'obscur', 'peu_clair', 'indéfini', 'indéfinissable']","""cuit"" est à ""mi-cuit"" ce que ""clair"" est à "
390,ES,colorido,neutro,decisivo,"['dudoso', 'indeciso', 'dubitativo', 'inconclusivo', 'irresoluto']","""colorido"" es a ""neutro"" como ""decisivo"" es a  "
391,ES,consciente,indiferente,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""consciente"" es a ""indiferente"" como ""colorido"" es a  "
392,ES,preocupado,casual,preocupado,"['despreocupado', 'desinteresado', 'alegre', 'casual', 'insensible', 'desapegado', 'no_implicado', 'indiferente', 'descuidado', 'poco_involucrado', 'apático,flemático']","""preocupado"" es a ""casual"" como ""preocupado"" es a  "
393,ES,colorido,sombrío,bello,"['feo', 'desfigurado', 'malvado', 'de_mal_ver', 'grotesco', 'mostruoso', 'horrible', 'repulsivo', 'desfavorecido', 'escrofuloso', 'desgarbado', 'poco_agraciado', 'antiestético', 'desagradable', 'poco_atractivo', 'raro', 'repugnante']","""colorido"" es a ""sombrío"" como ""bello"" es a  "
394,ES,decisivo,indeciso,competente,"['incompetente', 'inepto', 'no_cualificado', 'ineficiente', 'torpe,negligente,incapaz']","""decisivo"" es a ""indeciso"" como ""competente"" es a  "
395,ES,colorido,blanco,decisivo,"['dudoso', 'indeciso', 'dubitativo', 'inconclusivo', 'irresoluto']","""colorido"" es a ""blanco"" como ""decisivo"" es a  "
396,ES,abundante,deficiente,cocinado,"['crudo', 'a_medio_cocer', 'fresco', 'natural', 'poco_cocinado', 'poco_hecho', 'sin_cocinar', 'sin_tostar']","""abundante"" es a ""deficiente"" como ""cocinado"" es a  "
397,ES,capaz,inepto,común,"['raro', 'infrecuente', 'escaso', 'poco_común', 'extraordinario']","""capaz"" es a ""inepto"" como ""común"" es a  "
398,ES,bello,feo,preocupado,"['despreocupado', 'desinteresado', 'alegre', 'casual', 'insensible', 'desapegado', 'no_implicado', 'indiferente', 'descuidado', 'poco_involucrado', 'apático,flemático']","""bello"" es a ""feo"" como ""preocupado"" es a  "
399,ES,peligroso,seguro,bello,"['feo', 'desfigurado', 'malvado', 'de_mal_ver', 'grotesco', 'mostruoso', 'horrible', 'repulsivo', 'desfavorecido', 'escrofuloso', 'desgarbado', 'poco_agraciado', 'antiestético', 'desagradable', 'poco_atractivo', 'raro', 'repugnante']","""peligroso"" es a ""seguro"" como ""bello"" es a  "
400,ES,peligroso,seguro,peligroso,"['seguro', 'a_prueba_de_riesgo', 'sin_riesgo', 'sin_peligro', 'no_peligroso', 'sano_y_salvo', 'ileso', 'inofensivo', 'no_vulnerable', 'sin_daños', 'fiable']","""peligroso"" es a ""seguro"" como ""peligroso"" es a  "
401,ES,colorido,decolorado,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""colorido"" es a ""decolorado"" como ""colorido"" es a  "
402,ES,decisivo,dudoso,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""decisivo"" es a ""dudoso"" como ""colorido"" es a  "
403,ES,colorido,sin_color,competente,"['incompetente', 'inepto', 'no_cualificado', 'ineficiente', 'torpe,negligente,incapaz']","""colorido"" es a ""sin_color"" como ""competente"" es a  "
404,ES,colorido,decolorado,abundante,"['escaso', 'raro', 'prieto', 'pobre', 'exiguo', 'flaco', 'tacaño', 'avaro', 'insuficiente', 'deficiente']","""colorido"" es a ""decolorado"" como ""abundante"" es a  "
405,ES,bello,desgarbado,competente,"['incompetente', 'inepto', 'no_cualificado', 'ineficiente', 'torpe,negligente,incapaz']","""bello"" es a ""desgarbado"" como ""competente"" es a  "
406,ES,bello,repulsivo,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""bello"" es a ""repulsivo"" como ""colorido"" es a  "
407,ES,decisivo,dudoso,claro,"['vago', 'obscuro', 'poco_claro', 'indefinido', 'indefinible', 'no_definible']","""decisivo"" es a ""dudoso"" como ""claro"" es a  "
408,ES,colorido,decolorado,peligroso,"['seguro', 'a_prueba_de_riesgo', 'sin_riesgo', 'sin_peligro', 'no_peligroso', 'sano_y_salvo', 'ileso', 'inofensivo', 'no_vulnerable', 'sin_daños', 'fiable']","""colorido"" es a ""decolorado"" como ""peligroso"" es a  "
409,ES,colorido,blanco,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""colorido"" es a ""blanco"" como ""colorido"" es a  "
410,ES,consciente,indiferente,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""consciente"" es a ""indiferente"" como ""colorido"" es a  "
411,ES,abundante,prieto,bello,"['feo', 'desfigurado', 'malvado', 'de_mal_ver', 'grotesco', 'mostruoso', 'horrible', 'repulsivo', 'desfavorecido', 'escrofuloso', 'desgarbado', 'poco_agraciado', 'antiestético', 'desagradable', 'poco_atractivo', 'raro', 'repugnante']","""abundante"" es a ""prieto"" como ""bello"" es a  "
412,ES,cocinado,a_medio_cocer,decisivo,"['dudoso', 'indeciso', 'dubitativo', 'inconclusivo', 'irresoluto']","""cocinado"" es a ""a_medio_cocer"" como ""decisivo"" es a  "
413,ES,colorido,neutro,abundante,"['escaso', 'raro', 'prieto', 'pobre', 'exiguo', 'flaco', 'tacaño', 'avaro', 'insuficiente', 'deficiente']","""colorido"" es a ""neutro"" como ""abundante"" es a  "
414,ES,competente,incompetente,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""competente"" es a ""incompetente"" como ""colorido"" es a  "
415,ES,bello,feo,colorido,"['sin_color', 'sin_brillo', 'neutro', 'pálido', 'blanco', 'decolorado', 'descolorido', 'desgastado', 'lavado', 'monótono', 'sombrío', 'soso', 'grisáceo', 'etiolato', 'etiolado', 'escabroso', 'encerado', 'ceroso', 'de_cera', 'blanqueado', 'mate,apagado']","""bello"" es a ""feo"" como ""colorido"" es a  "
416,ES,consciente,indiferente,competente,"['incompetente', 'inepto', 'no_cualificado', 'ineficiente', 'torpe,negligente,incapaz']","""consciente"" es a ""indiferente"" como ""competente"" es a  "
417,ES,claro,indefinido,capaz,"['inepto', 'incapaz', 'incompetente', 'desigual']","""claro"" es a ""indefinido"" como ""capaz"" es a  "
418,ES,común,raro,preocupado,"['despreocupado', 'desinteresado', 'alegre', 'casual', 'insensible', 'desapegado', 'no_implicado', 'indiferente', 'descuidado', 'poco_involucrado', 'apático,flemático']","""común"" es a ""raro"" como ""preocupado"" es a  "
419,ES,cocinado,a_medio_cocer,claro,"['vago', 'obscuro', 'poco_claro', 'indefinido', 'indefinible', 'no_definible']","""cocinado"" es a ""a_medio_cocer"" como ""claro"" es a  "
420,LT,spalvingas,neutralus,ryžtingas,"['abejojantis', 'neapsisprendžiantis', 'svyruojantis', 'dvejojantis', 'neryžtingas']","""spalvingas"" yra ""neutralus"" taip, kaip ""ryžtingas"" yra "
421,LT,žinantis,abejingas,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""žinantis"" yra ""abejingas"" taip, kaip ""spalvingas"" yra "
422,LT,suinteresuotas,nerūpestingas,suinteresuotas,"['nesuinteresuotas', 'abejingas', 'atsainus', 'nerūpestingas', 'neįsitraukęs', 'ramus']","""suinteresuotas"" yra ""nerūpestingas"" taip, kaip ""suinteresuotas"" yra "
423,LT,spalvingas,niūrus,nuostabus,"['bjaurus', 'subjaurotas', 'nemalonus', 'groteskiškas', 'monstriškas', 'šlykštus', 'atstumiantis', 'nepatrauklus', 'neišvaizdus', 'negražus', 'nerangus']","""spalvingas"" yra ""niūrus"" taip, kaip ""nuostabus"" yra "
424,LT,ryžtingas,neapsisprendžiantis,kompetentingas,"['nekompetentingas', 'nekvalifikuotas', 'neefektyvus']","""ryžtingas"" yra ""neapsisprendžiantis"" taip, kaip ""kompetentingas"" yra "
425,LT,spalvingas,išblyškęs,ryžtingas,"['abejojantis', 'neapsisprendžiantis', 'svyruojantis', 'dvejojantis', 'neryžtingas']","""spalvingas"" yra ""išblyškęs"" taip, kaip ""ryžtingas"" yra "
426,LT,gausus,trūkstamas,pagamintas,"['žalias', 'neiškepęs', 'šviežias', 'natūralus', 'nevisiškai_išvirtas', 'pusžalis']","""gausus"" yra ""trūkstamas"" taip, kaip ""pagamintas"" yra "
427,LT,galintis,negalintis,įprastas,"['retas', 'nedažnas', 'retai_pasitaikantis', 'neįpratas', 'neeilinis']","""galintis"" yra ""negalintis"" taip, kaip ""įprastas"" yra "
428,LT,nuostabus,bjaurus,suinteresuotas,"['nesuinteresuotas', 'abejingas', 'atsainus', 'nerūpestingas', 'neįsitraukęs', 'ramus']","""nuostabus"" yra ""bjaurus"" taip, kaip ""suinteresuotas"" yra "
429,LT,pavojingas,saugus,nuostabus,"['bjaurus', 'subjaurotas', 'nemalonus', 'groteskiškas', 'monstriškas', 'šlykštus', 'atstumiantis', 'nepatrauklus', 'neišvaizdus', 'negražus', 'nerangus']","""pavojingas"" yra ""saugus"" taip, kaip ""nuostabus"" yra "
430,LT,pavojingas,saugus,pavojingas,"['saugus', 'nerizikingas', 'nežalingas', 'nepažeidžiamas']","""pavojingas"" yra ""saugus"" taip, kaip ""pavojingas"" yra "
431,LT,spalvingas,išblukęs,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""spalvingas"" yra ""išblukęs"" taip, kaip ""spalvingas"" yra "
432,LT,ryžtingas,abejojantis,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""ryžtingas"" yra ""abejojantis"" taip, kaip ""spalvingas"" yra "
433,LT,spalvingas,bespalvis,kompetentingas,"['nekompetentingas', 'nekvalifikuotas', 'neefektyvus']","""spalvingas"" yra ""bespalvis"" taip, kaip ""kompetentingas"" yra "
434,LT,spalvingas,išblukęs,gausus,"['nepakankamas', 'retas', 'skurdus', 'menkas', 'nepakankamai', 'negausus', 'trūkstamas', 'stokojantis']","""spalvingas"" yra ""išblukęs"" taip, kaip ""gausus"" yra "
435,LT,nuostabus,neišvaizdus,kompetentingas,"['nekompetentingas', 'nekvalifikuotas', 'neefektyvus']","""nuostabus"" yra ""neišvaizdus"" taip, kaip ""kompetentingas"" yra "
436,LT,nuostabus,atstumiantis,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""nuostabus"" yra ""atstumiantis"" taip, kaip ""spalvingas"" yra "
437,LT,ryžtingas,abejojantis,aiškus,"['miglotas', 'neaiškus', 'neapibrėžtas', 'nenusakomas']","""ryžtingas"" yra ""abejojantis"" taip, kaip ""aiškus"" yra "
438,LT,spalvingas,išblukęs,pavojingas,"['saugus', 'nerizikingas', 'nežalingas', 'nepažeidžiamas']","""spalvingas"" yra ""išblukęs"" taip, kaip ""pavojingas"" yra "
439,LT,spalvingas,išblyškęs,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""spalvingas"" yra ""išblyškęs"" taip, kaip ""spalvingas"" yra "
440,LT,žinantis,abejingas,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""žinantis"" yra ""abejingas"" taip, kaip ""spalvingas"" yra "
441,LT,gausus,skurdus,nuostabus,"['bjaurus', 'subjaurotas', 'nemalonus', 'groteskiškas', 'monstriškas', 'šlykštus', 'atstumiantis', 'nepatrauklus', 'neišvaizdus', 'negražus', 'nerangus']","""gausus"" yra ""skurdus"" taip, kaip ""nuostabus"" yra "
442,LT,pagamintas,neiškepęs,ryžtingas,"['abejojantis', 'neapsisprendžiantis', 'svyruojantis', 'dvejojantis', 'neryžtingas']","""pagamintas"" yra ""neiškepęs"" taip, kaip ""ryžtingas"" yra "
443,LT,spalvingas,neutralus,gausus,"['nepakankamas', 'retas', 'skurdus', 'menkas', 'nepakankamai', 'negausus', 'trūkstamas', 'stokojantis']","""spalvingas"" yra ""neutralus"" taip, kaip ""gausus"" yra "
444,LT,kompetentingas,nekompetentingas,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""kompetentingas"" yra ""nekompetentingas"" taip, kaip ""spalvingas"" yra "
445,LT,nuostabus,bjaurus,spalvingas,"['bespalvis', 'blankus', 'neutralus', 'išbalęs', 'išblyškęs', 'išblukęs', 'nublukęs', 'nuskalbtas', 'nuobodus', 'niūrus', 'papilkėjęs']","""nuostabus"" yra ""bjaurus"" taip, kaip ""spalvingas"" yra "
446,LT,žinantis,abejingas,kompetentingas,"['nekompetentingas', 'nekvalifikuotas', 'neefektyvus']","""žinantis"" yra ""abejingas"" taip, kaip ""kompetentingas"" yra "
447,LT,aiškus,neapibrėžtas,galintis,"['negalintis', 'nesugebantis', 'nekompetentingas', 'nemokantis']","""aiškus"" yra ""neapibrėžtas"" taip, kaip ""galintis"" yra "
448,LT,įprastas,retas,suinteresuotas,"['nesuinteresuotas', 'abejingas', 'atsainus', 'nerūpestingas', 'neįsitraukęs', 'ramus']","""įprastas"" yra ""retas"" taip, kaip ""suinteresuotas"" yra "
449,LT,pagamintas,neiškepęs,aiškus,"['miglotas', 'neaiškus', 'neapibrėžtas', 'nenusakomas']","""pagamintas"" yra ""neiškepęs"" taip, kaip ""aiškus"" yra "
